Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Estimated reference length	GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# N's per 100 kbp
contigs	5387	800	371	166	16	0	6165493	5295858	4164967	2744018	529210	0	997	44598	5433342	5433342	65.57	10400	10400	2742	2742	12333.1	12333.1	164	164	566	566	0.00
